id	index	key	value	value（翻訳）	備考: 翻訳に改行が含まれているとロケール作成時にエラーになります。改行を入れないよう注意して下さい。（注：ゲーム内の改行は\nと書く）
CHIRP_RANDOM		52	I just moved in! Anyone want to be #friends with me? #lonely	引っ越してきました！誰か #友だち になってくれない？ #ひとりぼっち	
CHIRP_RANDOM		53	What a lovely day for a walk! #walkingishealthy	最高の散歩日和だね！ #散歩は健康に良い	
CHIRP_RANDOM		54	I think I saw a seagull. Or was it a sparrow? I'm not too good with birds. #biology	あれはカモメだったかな、スズメだったかな？ 鳥のことはよくわからない。 #生物学	
CHIRP_RANDOM		55	I'm quite liking this city! #nice	この街、本当に大好き！ #最高	
CHIRP_RANDOM		56	Latest news: A new type of deodorant has been invented! It does exactly the same thing as the old ones. #inventions	最新ニュース：新しいデオドラントが開発されました！ これは従来のものと寸分違わず同じものです。 #発明	
CHIRP_RANDOM		57	Latest news: Lady Tessier-Ashpool starts construction of a space station #space #finalfrontier	最新ニュース：レイディ・テスィエ＝アシュプールが宇宙ステーションの建設を開始しました。 #宇宙 #最後のフロンティア	
CHIRP_RANDOM		58	Latest news: Scientists working day and night on GECK - ”We are close to a breakthrough here” one comments #cantwait	最新ニュース：科学者はGECKのために日夜働いています。-「我々は技術革新に近づいている。」 #もう待てない	
CHIRP_RANDOM		59	Latest news: Rocket packs tested in controlled environment - ”We hit a wall a few times, otherwise it was great!” sums the report #banwalls	最新ニュース：ロケットパックが制御環境下でテストされる。 レポートの要約は「壁に数回衝突したが、それ以外は最高の結果だ！」とのことです。	
CHIRP_RANDOM		60	Latest news: Illuminati society now taking applications for new members #illuminati	最新ニュース：イルミナティ結社が入会受付を開始。 #イルミナティ	
CHIRP_RANDOM		61	Latest news: Mysterious cult leader predicts the end of the world – again #andagain	最新ニュース：新時代のノストラダムスが世界の終りを予言？ #何度目か	
CHIRP_RANDOM		62	Latest news: Toads with hypnotic abilities the most popular pet of the year #myfavouritetoad	最新ニュース：催眠能力を持つカエルが今年最もポピュラーなペットに。 #私はカエルが好き	
CHIRP_RANDOM		63	Latest news: Surgery performed by robots – doctors on permanent coffee break #howisthepay	最新ニュース：ロボットによる手術が実現、医師は恒久的な休憩へ。 #給料はおいくら	
CHIRP_RANDOM		64	Latest news: High energy plankton wafer hits the food market - boy, it's yummy! #ibetitis	最新ニュース：高エネルギープランクトン製ウエハースが食品市場を席巻。 -少年「おいしい！」 #そう思う	
CHIRP_RANDOM		0	A renegade group of archaeologists discovered that pyramids are indeed landing platforms for space ships. #ancientaliens #whatif	考古学会のはぐれものグループがピラミットは宇宙船の揚陸プラットフォームであるという発見をした。 #古代のエイリアン #仮説	
CHIRP_RANDOM		1	Flying car a hoax – thousands still waiting for a #hoverboard. #backtothefuture	空飛ぶ車とはデマだったのか？ 多くの人が今も #ホバーボード を待っている。 #backtothefuture	
CHIRP_RANDOM		2	Sunspot activity high – scientists are glued to their telescopes. #cosmos #ourstar	太陽黒点の活動が活発化？ 科学者は望遠鏡につきっきり。 #宇宙 #私たちの星	
CHIRP_RANDOM		3	Nanobot research funded by many governments. The possibilities are endless. #nanomachines	ナノボットの研究に多くの政府が資金提供。可能性は無限大。 #ナノマシン	
CHIRP_RANDOM		4	Optic camouflage available for consumers. #cloakofinvisibility	光学迷彩の市販化を開始。 #透明マント	
CHIRP_RANDOM		5	Global warming speeding up. Some groups still in denial. #climatechange	地球温暖化が加速。いくつかの研究グループはそれを否定。 #気候変動	
CHIRP_RANDOM		6	Threat of tsunamis cause shutdown of nuclear plants worldwide. Highly polluting coal power deemed a better solution. #backpedaling	津波の脅威が世界的な脱原発の要因となっている。環境汚染度の高い石炭発電所がより良い解決策とされている。 #揺り戻し	
CHIRP_RANDOM		7	Reports of trouble at the @black_mesa research facility. #smelltheashes #freemen	@black_mesa の研究施設でのトラブルの報告。 #焦げ臭い #一般市民	
CHIRP_RANDOM		8	Fully manned scientific station built at the bottom of the sea. Famous film director among the funders. #deepseamission #sleepingwithfishes	海底に無償の有人科学ステーションが建てられた。出資者の一人は有名な映画監督。 #深海ミッション #魚と眠る	
CHIRP_RANDOM		9	Surgery performed by robots – doctors on permanent coffee break. #automatons #medicare	ロボットが手術？ 医者は暇を出される。 #ロボット #医療	
CHIRP_RANDOM		10	Pet robots a huge hit among children. #catsanddogs	ペットロボが子供たちの間で大流行。 #猫と犬	
CHIRP_RANDOM		11	Mysterious cult leader predicts the end of the world – again. #endisnigh	新時代のノストラダムスが世界の終りを予言？ #終わりは近い	
CHIRP_RANDOM		12	Tons of seaweed produced for human consumption every year. Goes surprisingly well with brownies. #weedofthesea	毎年何トンもの海藻製品が人間によって消費されます。ブラウニーと驚くほどよく合う。 #海の雑草	
CHIRP_RANDOM		13	Genetically manipulated corn grows three times faster than regular corn. Organic food lobbyists hungry for negative impacts. #GMFoods	遺伝子組換えのトウモロコシは通常のものより3倍早く育つ。自然食品の推進者は良くない印象を与えたがる。 #GM食品	
CHIRP_RANDOM		14	Odd #mutations detected on ten percent of people. Public consensus still on the fence about #invisible people and laser eyes. #giftedpeople	#突然変異 を起こした人々が全体の１０％に。依然 #透明 人間やサイクロプスについて人々は知らされていない。 #超能力者	
CHIRP_RANDOM		15	Tomb of a long lost pharaoh found in the Valley of the Kings. #lost&found	長い間忘れ去られていたファラオの墓が王家の谷で発見されました。 #遺失	
CHIRP_RANDOM		16	#FreedomStar space station reaches #Earth orbit. Luxury resort hotel plans under way. #Astronomy #Hotels	#自由の星 宇宙ステーションは #地球 の軌道に到達。高級リゾートホテル計画が進行中。 #天文学 #ホテル	
CHIRP_RANDOM		17	New measures taken to save the rain forests. Plant a tree campaigns underway on popular websites. #plantatree	熱帯雨林を守る新たな措置が講じられる。人気ウェブサイトで植樹キャンペーンが進行。 #植樹	
CHIRP_RANDOM		18	World's largest solar power plant opened. Operators hoping for sunny weather. #powerofthesun	世界最大の太陽熱発電所が稼動開始しました。オペレーターたちは晴天を祈っています。 #太陽の力	
CHIRP_RANDOM		19	@DataDyne offers neural transplants at low cost. #affordabletech #futureisnow	@DataDyneは、低コストでの神経移植を提供しています。 #安価なハイテク #未来は今	
CHIRP_RANDOM		20	Union Aerospace Corporation announces their plans for Mars. #UAC #marsmission	エアロスペース社は火星行きの計画を発表しました。 #UAC #火星ミッション	
CHIRP_RANDOM		21	Solar probe sent to orbit Sun. Follow its journey on Chirper at @solar_probe. #astro #science	太陽探査機が太陽の衛星軌道に乗ったよ。チャーパーで太陽探査機 @solar_probe をフォローして軌跡を知ろう。 #宇宙 #科学	
CHIRP_RANDOM		22	Wireless networks now available for free everywhere in the world. #freeinternet #netneutrality	世界中どこでも無料で無線ネットワークが使えるよ。 #無料インターネット #ネット中立性	
CHIRP_RANDOM		23	Ash from a volcanic eruption causes delays in international air traffic. Volcano ash filters planned for installation during the next decade. #nomoreash	噴火による火山灰が国際的な航空交通の遅れの原因となる。今後１０年をめどに火山灰フィルターを実用化させる計画が進行中。 #バイバイ火山灰	
CHIRP_RANDOM		24	A miniature black hole created in the LHC. @scientists threw a coin in it, reporting that the science checks out. #eureka	LHCで小型のブラックホールが作成される。 @scientists が確認の上その中にコインを投げ入れる。 #eureka	
CHIRP_RANDOM		25	#quadcopters becoming increasingly efficient for delivery services, dropping packages directly at your door. #tech #onlinestores	ますます便利になる配送用 #ドローン 、荷物を直接あなたの玄関先に。 #科学技術 #オンラインストア	
CHIRP_RANDOM		26	Digital watches making a comeback this season. Yesterday's future is today's ”vintage”, say fashion designers. #design #fashion	今季デジタル時計が再びブームに。ファッションデザイナーいわく「昨日の最先端は今日の時代遅れ」 #デザイン #ファション	
CHIRP_RANDOM		27	Criminals reported avoiding retina scans with contact lenses. Experimental #pre-crime division to combat crime. #precogs #futureecho	犯罪者がコンタクトレンズで網膜スキャンを回避してるという報告が上がった。犯罪と戦うため新たな #防犯 部門を設置しよう。 #予知能力者 #千里眼	
CHIRP_RANDOM		28	Teflon-coated underwear sell like hot cakes. Straps required to keep said underwear in place. #nonstickpants	テフロン加工の下着がホットケーキ並みに爆売れ。着用の際は位置固定のひもが必要。 #こげないパンツ	
CHIRP_RANDOM		29	Human #replicants excellent for physical labor. Tyrell Corporation to ship them to the Moon. #voight-kampff	#レプリカント は肉体労働に最適。タイレル社はそれらを月に出荷。 #ヴォイト＝カンプ	
CHIRP_RANDOM		30	Scientists research possibilities of using cooking oil as fuel. Food enthusiasts afraid the development might endanger delicious meals. #foodorfuel	科学者たちは料理油を燃料として利用する方法を研究している。美食家たちはそれによって美味しい食事が危険に晒されるのではと心配しています。 #食べ物か燃料か	
CHIRP_RANDOM		31	Knights Templar come out of hiding, see the state of the world and return back to hiding. #islepttoolong	竜宮城から帰った浦島太郎は地上の様子にびっくり！ そっと玉手箱を開けた。 #浦島太郎	
CHIRP_RANDOM		32	Possible structures observed on the surface of Mars. International joint-operation to explore the anomaly underway. #lifeonmars	火星の表面に未確認構造体を発見。国際作業チームが調査を実施中。 #火星の生命体	
CHIRP_RANDOM		33	The weather forecast for this week is sunny with a chance of mild wind coming from the north. #alwayssunny	今週の天気は北からくる暖気の影響で晴れるでしょう。 #いつも晴れ	
CHIRP_RANDOM		34	@deltamavericks have won the National Baseball League championship! Fans have gone out to the streets to celebrate their well-earned victory. #gomavericks	@deltamavericks がナショナルベースボールリーグ制覇！ 彼らの健闘を称えるファンが通りにあふれています。 #いけマーベリックス	
CHIRP_RANDOM		35	@illuminati now taking applications for new members. Address for applications is a secret. #aliens #conspiracy	@illuminati は現在新規加入申し込みを受付中。なお、申し込み先は秘密である。 #エイリアン #陰謀	
CHIRP_RANDOM		36	The newest reality show airs tonight! #isthisreal	最新のリアリティショーが今夜上演！ #リアルなのか	
